2023-10-31 19:26:18,000 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-10-31 19:26:18,038 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-10-31 19:26:18,039 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-10-31 19:26:18,039 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-10-31 19:26:18,041 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-10-31 19:26:18,041 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-10-31 19:26:18,042 INFO  SwAddin.cs: 201 - Setting up command manager
2023-10-31 19:26:18,042 INFO  SwAddin.cs: 204 - Adding command manager
2023-10-31 19:26:18,044 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-10-31 19:26:18,045 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-10-31 19:26:18,045 INFO  SwAddin.cs: 210 - Adding event handlers
2023-10-31 19:26:18,047 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-10-31 19:26:59,337 INFO  SwAddin.cs: 294 - Assembly export called for file finray_3f_asm.SLDASM
2023-10-31 19:27:00,680 INFO  SwAddin.cs: 313 - Saving assembly
2023-10-31 19:27:00,764 INFO  SwAddin.cs: 316 - Opening property manager
2023-10-31 19:27:00,772 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finray_3f_asm.SLDASM
2023-10-31 19:27:00,775 INFO  ExportHelperExtension.cs: 1136 - Found 44 in finray_3f_asm.SLDASM
2023-10-31 19:27:00,775 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in finray_3f_asm.SLDASM
2023-10-31 19:27:00,776 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-10-31 19:27:00,776 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2023-10-31 19:27:00,776 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finray-finger-1
2023-10-31 19:27:00,776 INFO  ExportHelperExtension.cs: 1136 - Found 33 in finray-finger-1
2023-10-31 19:27:00,776 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in finray-finger-1
2023-10-31 19:27:00,776 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finray-finger-3
2023-10-31 19:27:00,776 INFO  ExportHelperExtension.cs: 1136 - Found 33 in finray-finger-3
2023-10-31 19:27:00,776 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in finray-finger-3
2023-10-31 19:27:00,776 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hand_base_3f-1
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1136 - Found 50 in hand_base_3f-1
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in hand_base_3f-1
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finray-finger-2
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1136 - Found 33 in finray-finger-2
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in finray-finger-2
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from finray_3f_asm.SLDASM
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1136 - Found 44 in finray_3f_asm.SLDASM
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in finray_3f_asm.SLDASM
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from finray-finger-1
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1136 - Found 33 in finray-finger-1
2023-10-31 19:27:00,780 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in finray-finger-1
2023-10-31 19:27:00,784 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from finray-finger-3
2023-10-31 19:27:00,784 INFO  ExportHelperExtension.cs: 1136 - Found 33 in finray-finger-3
2023-10-31 19:27:00,784 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in finray-finger-3
2023-10-31 19:27:00,784 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hand_base_3f-1
2023-10-31 19:27:00,784 INFO  ExportHelperExtension.cs: 1136 - Found 50 in hand_base_3f-1
2023-10-31 19:27:00,784 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hand_base_3f-1
2023-10-31 19:27:00,784 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from finray-finger-2
2023-10-31 19:27:00,784 INFO  ExportHelperExtension.cs: 1136 - Found 33 in finray-finger-2
2023-10-31 19:27:00,784 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in finray-finger-2
2023-10-31 19:27:00,962 INFO  SwAddin.cs: 339 - Loading config tree
2023-10-31 19:27:00,965 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-10-31 19:27:00,969 INFO  SwAddin.cs: 344 - Showing property manager
2023-10-31 19:27:04,175 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:27:04,366 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:27:05,150 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:27:08,336 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:27:51,928 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:27:55,616 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:27:57,742 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:28:18,624 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:28:20,761 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:28:22,764 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:28:45,143 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:28:46,568 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:28:48,248 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-10-31 19:28:56,559 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-10-31 19:28:56,754 INFO  ExportHelperExtension.cs: 347 - Creating joint finger_1_link
2023-10-31 19:28:56,891 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child finger_1_link failed
2023-10-31 19:28:56,895 INFO  ExportHelperExtension.cs: 347 - Creating joint finger_2_link
2023-10-31 19:28:56,931 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child finger_2_link failed
2023-10-31 19:28:56,935 INFO  ExportHelperExtension.cs: 347 - Creating joint finger_3_link
2023-10-31 19:28:56,971 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child finger_3_link failed
2023-10-31 19:28:57,202 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finray_3f_asm.SLDASM
2023-10-31 19:28:57,204 INFO  ExportHelperExtension.cs: 1136 - Found 45 in finray_3f_asm.SLDASM
2023-10-31 19:28:57,204 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in finray_3f_asm.SLDASM
2023-10-31 19:28:57,205 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-10-31 19:28:57,205 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2023-10-31 19:28:57,205 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finray-finger-1
2023-10-31 19:28:57,206 INFO  ExportHelperExtension.cs: 1136 - Found 33 in finray-finger-1
2023-10-31 19:28:57,206 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in finray-finger-1
2023-10-31 19:28:57,206 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finray-finger-3
2023-10-31 19:28:57,207 INFO  ExportHelperExtension.cs: 1136 - Found 33 in finray-finger-3
2023-10-31 19:28:57,207 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in finray-finger-3
2023-10-31 19:28:57,207 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hand_base_3f-1
2023-10-31 19:28:57,208 INFO  ExportHelperExtension.cs: 1136 - Found 50 in hand_base_3f-1
2023-10-31 19:28:57,208 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in hand_base_3f-1
2023-10-31 19:28:57,208 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finray-finger-2
2023-10-31 19:28:57,209 INFO  ExportHelperExtension.cs: 1136 - Found 33 in finray-finger-2
